Cumle;Sinif
Bununla birlikte bireyin 36 yüzmeyi sevmesi eğitmeniyle iyi bir iletişime sahip olması ve kullanılan tesisin standartlara uygun olup olmaması etkilidir.;4
Nitel araştırmalardan toplanan veriler ışığında sporcuların, yüzme sporunu seçmedeki sebeleri ailelerin yönlendirmesi, akanlarının yüzme faaliyetlerine katılması ile sporcuların akranlarına özenmesi ve referans grupların etkisi olduğu tespit edilmiştir.;4
Aileler tatile gidiyor, orada çocukları güvenle yüzebilsinler diye eğitim aldırmak istiyorlar.;4
Veliler daha çok çocuklarının suya karşı boğulma korkularından dolayı yüzmeye gönderiyor.;4
Arkadaşlarımın yüzmeyi bilmesi ve benim bilmemem.;4
Ben bilmiyordum bu yüzden başladım ve artık kendimi güvende hissediyorum.;6
Çünkü babam yüzme bilirsem boğulma tehlikesini en alt düzeye indireceğimi düşünüyordu.;4
Annelik hissi kuvvetlidir hiçbir anne çocuğuna zara gelsin istemez annemde tatillere gittiğimizde bana zarar gelmesin diye yüzme öğrenmemi istedi.;4
Yüzmeyi öğrendikten sonra güvenli hissediyorum kendimi.;4
Anne-Baba olarak yüzmeyi öğrenmesi gerektiğini düşünüyorduk zaten.;4
Ayrıca daha önce ikamet ettiğimiz yerde deniz vardı sürekli olarak gidiyorduk tabiki kaygılarımız vardı boğulur mu bir şey olur mu kaygısı ile yüzme kursuna gönderdik ve bundan dolayı yüzmeyi öğrenmesini istedik.;4
Anne-Baba olarak çocuğumuzun denize gittiğimizde yüzmeyi bilmesi bizi kendini güvende hissettireceğini düşündüğümüz için yüzmeye gönderdik.;4
Bir gün deniz kıyısı olan bir şehre taşınacağız çocuğum orada yüzmeye yabancılık çekmesin boğulma tehlikesi ile karşılaşmasın diye öğrenmesini istedik.;4
Arkadaşlarım yüzmeye gidiyorlardı ama ben suya girmeye cesaret edemiyordum ya bir şey olursa diye sanra bu korkumu gidermenin tek yolu yüzmeyi öğrenmem olduğunu düşündüm ve öğrendim kendimi daha güvende hissediyorum.;4
Nitel araştırmalardan toplanan veriler ışığında sporcuların, yüzme sporunun seçmesinde ki sebepleri can güvenliği ve güvende hissetmeleri olduğu tespit edilmiştir.;4
Sevdikleri için ve sağlık açısından yararlı bulduklarından yüzmeye yöneliyorlar.;4
Su sporcuları bir nebzede olsa rahatlatıyor çocuklarının sağlıklı bir fiziğe sahip olmalarını istemeleri yüzmeye katılımlarında önemli rol oynar.;4
Yüzmenin en faydalı branş olduğunu düşünüyorum.;4
Yüzme yapılabilecek en güzel spor bence bu yüzden yapmasını istedim.;4
Zayıf bir fiziği vardı iyi bir fiziğe sahip olmasını istedik bu branş fiziksel gelişim için daha az riskleri var ve daha çok katkı sağlayacağını biliyoruz bu yüzden gönderdik.;6
Ancak yüzmeyi çok sevmesi ve yüzme sayesinde sosyalleştiğini de görünce desteklemeye devam ettik.;4
Akademik başarısını da arttıracağını düşünüyordum bu yüzden yüzmeye başlattık.;6
Biz çocuğumuza dedik ki sen yüzerek hem sağlıklı hem fit olursun hem de yalnızlık çekip fitne fesat kişilerle zaman geçirmek zorunda kalmazsın.;4
Yüzme onu iyi hissettiriyor ve motivasyonu artıyor.;4
Özel okul yetersiz kalıyordu bu yüzden kulübe gönderdik.;6
Tek kişinin yapabileceği en güzel branş yüzme olduğu için.;4
Çocuğumuzun yüzme disiplini ile özgüvene ve derslerinde başarılı olacağına inandım.;4
Kendimi zinde hissetmek ve güçlü olabilmek için yüzüyorum.;4
Fazla kilolarım nedeniyle yüzmeye başlayıp sağlıklı bir fiziğim olsun istedim.;4
Suda kendimi özgür hissettiğim için bu spora alışmaya başladım ve yüzdükçe kendimi iyi hissediyorum.;4
Ailemin beni yüzme kursuna göndermesi.;4
Yüzmeyi öğrendikçe suyu ve yüzmeyi sevmem tabi ki antrenörümün de iyi bir eğitici olması ve bizi olumsuz şartlarda bilinçlendirip o kritik süreçleri farkında olarak atlatmam oldu.;4
Yüzmeyi seviyorum antrenmanlarımız yoğun olsa da harika gidiyor.;4
Yüzerken kendimi rahatlamış hissediyorum ve keyif alıyorum.;4
Nitel araştırmalardan toplanan verilere baktığımızda genel olarak yüzme sporunun seçmesinde ki sebepleri fiziksel ve psikolojik olarak kendilerini iyi hissettiklerini belirtmişlerdir.;4
En aza indirerek yüzme antrenmanlarına istikrarlı gelmeli, disiplinli olmalılar.;4
Yüzme tüm yıl sporcu olmayı gerektirdiği için buradan yola çıkarak 365 gün, 52 hafta, haftanın her günü kara veya havuz çalışmasını gerektirmektedir.;4
Performans sporcuları için yüzme branşı çok büyük fedakarlıklar yapılarak antrene olunan bir branştır.;4
Toplamda yüzme havuzları genellikle rekreaktif anlamda kullanılan(serinlemek, eğlenmek, güneşlenmek vb.;4
Gezip dolaşmaktansa yüzme daha mantıklı geldi.;4
Eğitimden gerekirse ödün 42 verip yüzmeye zaman ayırıyorum.;4
Kızım yüzmeyle ilk tanıştığı günden beri severek ve isteyerek kursa ve antrenmanlara gitti bu yüzden ciddi bir manada fedakarlık yaptığımız söylenemez.;4
Yüzme sporu fedakarlıktan çok olumlu olarak bilgisayar oyunundan kalkmama yardımcı oluyor.;4
Yüzme diğer branşlara göre daha fedakarlık isteyen bir spor.;4
Biz akşamları en sevdiğiniz diziyi izlerken biz yüzüyoruz.;4
Nitel araştırmalardan toplanan verilere baktığımızda genel olarak öğrencilerin, yüzme sporuna katılmalarında derslerinden, sosyal hayatlarından fedakarlık yaptıkları ortaya çıkmıştır.;4
Ailelerin yüzde sekseni çift aylık alan aileler.;1
Malatya’da yüzme ucuz dolayısıyla çok etkilediğini düşünmüyorum.;4
Artık yüzme malzemeleri de uygun fiyata satılıyor.;4
Ailenin maddiyatı kuvvetli ise yüzme sporuna daha uzun süre devam edebiliyor.;4
Yüzme materyalleri, eğitim aidatları söz konusu olunca maddiyat önemli.;4
Yüzme pahalı bir branş.;4
Yüzme branşı barındırdığı centilmenlik anlayışı ile üst seviye sosyal gruplar için bir cazibe merkezidir.;4
Düşük gelirli ailelerin çocuklarını yüzmeye göndermek gibi bir düşünceleri olmadığını düşünüyorum.;4
Yüzme malzemelerinin en az orta gelirli ailelerin alabileceği bir seviyede olduğunu düşünüyorum.;4
Keşke yüzme milli eğitim müfredatında zorunlu bir ders olsa.;4
Bu gün sporcular eski meslektaşlarının defne tacı ve erkeklik erdemlerinin aksine ekonomik, sosyal ve prestij yönünden sağladığı avantajlar için yarışmaktadırlar bu bağlamda yüzme branşına katılımla ekonomik durum faktörü birbiriyle doğru orantılıdır.;4
Yüzme sporu pahalı bir spor olduğu için insanların bu branşa bakışını olumsuz yönde etkilediğini düşünüyorum.;4
Yüzme sporu ciddi giderleri olan havuzlarda yapıldığı için devlet destekli kulüpler dışında düzenli bir maaş veren kulüp olduğunu düşünmüyorum.;4
Günümüzde yüzme sporu belli bir sosyo-ekonomik seviyeye ulaşılması sonucu daha başarılı yapılmaktadır.;4
Asgari ücretli bir ailenin çocuğunu yüzmeye gönderebileceğine inanmıyorum.;4
Maddi durumumuz yüzmeyi destekleyecek düzeydedir.;4
Biz orta gelirli bir aileyiz asgari ücretli bir aile çocuğunu yüzmeye gönderemez diye düşünüyorum.;4
Pahalı bir spor yüzme, malzemeleri çok pahalı, öncelik görmediğimiz yerlerden kısıp yüzme sporuna yöneltiyoruz.;4
Mevcut gelirimiz çocuğumuzu yüzmeye göndermeye yetiyor bizi hiçbir zaman etkilemedi.;4
Gözlük bone mayo palet kullanırken kalitesiz malzemelerle yüzdüm.;4
Maddi durumumuzun yüzmeye katılmamda pek fazla etkisi yoktu.;4
Sadece üst üste maçlara gittiğimizde sıkıntılar çıkabiliyordu verdikleri harçlıklar yüzünden.;6
Zorlanmalarından bir süre sonra da yüzme sporunu bırakmayı çok düşündüm.;4
Her spor dalı gibi yüzmenin de tabi ki belli masrafları var.;4
Bu yüzden bence maddi durumun yüzme yapma ya da daha doğrusu devam edebilmesi için büyük bir etken.;6
Babam polis memuru yüzme kursu, gidiş geliş ücretlerim yüzme dışındaki giderlerim oldukça fazla düşük gelirli olsaydık yüzmeye gidemeyeceğimi düşünüyorum bu anlamda ekonomik durum çok etkilidir.;4
Maddiyatın yüzme sporunu doğrudan etkilediğini düşünüyorum.;4
Nitel araştırmalardan toplanan verilere baktığımızda genel olarak öğrencilerin, yüzme sporuna katılmalarında sosyo-ekonomik durumun önemli olduğu ortaya çıkmıştır.;4
Yüzme sporu jimnastik ve atletizm ile birlikte temel spor dalı olarak kabul görmektedir.;4
Toplanan veriler ışığında genel olarak yüzme sporunun seçmesindeki sebepleri antrenör 5, sporcu5,7,9’ fiziksel ve psikolojik olarak kendilerini iyi hissettiklerini belirtmişlerdir.;4
Sevdikleri için ve sağlık açısından yararlı bulduklarından yüzmeye yöneliyorlar.;4
Su sporcuları bir nebzede olsa rahatlatıyor çocuklarının sağlıklı bir fiziğe sahip olmalarını istemeleri yüzmeye katılımlarında önemli rol oynar.;4
Fazla kilolarım nedeniyle yüzmeye başlayıp sağlıklı bir fiziğim olsun istedim.;4
Suda kendimi özgür hissettiğim için bu spora alışmaya başladım ve yüzdükçe kendimi iyi hissediyorum.;4
Ailemin beni yüzme kursuna göndermesi.;4
Yüzmeyi öğrendikçe suyu ve yüzmeyi sevmem tabi ki antrenörümün de iyi bir eğitici olması ve bizi olumsuz şartlarda bilinçlendirip o kritik süreçleri farkında olarak atlatmam oldu.;4
Yüzmeyi seviyorum antrenmanlarımız yoğun olsa da harika gidiyor.;4
Araştırmalardan toplanan veriler ışığında sporcuların, yüzme sporu ile ilk tanışmada aile akran ve çevresel koşulların doğrudan etkisinin olduğu tespit edilmiştir.;4
Sporcular spora başlama yaşları küçük olduğundan dolayı aile isteği, arkadaş isteği veya yaşadıkları bölgede deniz olmalarından dolayı yüzme sporu ile ilk tanışma öykülerinde antrenör 1,2,3 ve 8’in ifade ettiği gibi bu faktörler etkili olmuştur.;4
Bu durum benim yüzme branşıyla tanışmamama vesile oldu.;4
Arkadaşlarım vasıtasıyla yüzmeye başladım.;4
Yüzme sporunu daha çok Malatya ile dışında tayin ile gelen memur ailelerin çocuklarında tercih edildiği verilerine ulaşılmaktadır.;4
Bu sonuç antrenör 3’ün belirttiği gibi yüzme sporunun lisanslı bir şekilde sürdürmede ailelerin ekonomik olarak orta gelir düzeyi ve 49 üzerinde gerekli kılmaktadır.;4
Bu nedenle antrenör 7’nin de vurguladığı gibi yüzme İlköğretimde mecburi ders haline getirilmesi gerekebilir.;4
Ailenin maddiyatı kuvvetli ise yüzme sporuna daha uzun süre devam edebiliyor.;4
Yüzme materyalleri, eğitim aidatları söz konusu olunca maddiyat önemli.;4
Düşük gelirli ailelerin çocuklarını yüzmeye göndermek gibi bir düşünceleri olmadığını düşünüyorum.;4
Yüzme malzemelerinin en az orta gelirli ailelerin alabileceği bir seviyede olduğunu düşünüyorum.;4
Keşke yüzme milli eğitim müfredatında zorunlu bir ders olsa.;4
Nitel araştırmalardan toplanan veriler ışığında sporcuların, yüzme sporunu tercih etmede ki nedenleri ailelerin yönlendirmesi ve akanlarının yüzme faaliyetlerine katılması ve sporcuların akranlarına özenmesinin etkisi olduğu tespit edilmiştir.;4
Yapılan bu araştırmada toplanan veriler ışığında antrenör 10,2, veli 4 ve sporcu 6’nın belirttiği gibi yüzme sporunun seçiminde aile isteği ve aile isteğinin yanında akranları ile aynı ortamda olma ve referans gruplar aracılığıyla bu spor dalına yönlenmişlerdir.;4
Yüzmede başarı her spor branşında olduğu gibi antrenörün yönlendirmesi, sonra aile ve diğer yakınlarının desteği ile gerçekleşir.;4
Çevresinde yüzen birileri vardır.;4
Biz çocuğumuzun yüzme sporuyla uğraşmasını ondan daha çok istiyoruz zaten kendisi de istekli.;4
Yüzme takımında olan büyük abileri görüp onlara özeniyordum.;4
Sporcuların, yüzme sporunun seçmesindeki diğer bir sebebe baktığımızda can güvenliği ve güvende hissetmeleri olduğu tespit edilmiştir.;4
Yapılan görüşmeler sonucunda antrenör 1, sporcu 3 ve veli 1’in belirttiği gibi ailelerin çocuklarını boğulma tehlikesini önlemek 50 için bu sporu tercih ettiklerini belirtirken sporcularında yüzmeyi öğrendikten sonra kendilerini daha güvende hissettikleri sonucuna varılmıştır.;4
Aileler tatile gidiyor, orada çocukları güvenle yüzebilsinler diye eğitim aldırmak istiyorlar.;4
Annelik hissi kuvvetlidir hiçbir anne çocuğuna zara gelsin istemez annemde tatillere gittiğimizde bana zarar gelmesin diye yüzme öğrenmemi istedi.;4
Anne-Baba olarak yüzmeyi öğrenmesi gerektiğini düşünüyorduk zaten.;4
Ayrıca daha önce ikamet ettiğimiz yerde deniz vardı sürekli olarak gidiyorduk tabi ki kaygılarımız vardı boğulur mu bir şey olur mu kaygısı ile yüzme kursuna gönderdik ve bundan dolayı yüzmeyi öğrenmesini istedik.;4
Yaptığı çalışmada Ankara'da performans sporu yapan yüzme sporcularının yüzmeye başlama nedenleri ve beklentilerinin cinsiyet ve eğitim değişkenleri arasında farklılıkların olup olmadığını araştırmıştır.;4
Çalışmada cinsiyetlere göre yüzme sporuna başlama nedenleri, yüzme sporu ile profesyonel olarak uğraşma sorularına verilen bazı cevaplar arasında anlamlı fark bulunmuştur.;4
Yüzme sporunu özellikle ilköğretim öğrencilerinde beden eğitimi dersi içinde verilmesi ve yüzmeyi minik öğrencilere tanıtılarak verilecek temel eğitim ardından yetenekli bulunan öğrencilerin yüzme kulüplerine beden eğitimi öğretmenleri tarafından yönlendirilmeleri ve böylece çok sayıda öğrencinin yüzme ile tanışması önerilebilir.;4
Spor bakanlığına sosyal medya ve basın yayın organlarının yüzmeyle ilgili yayınladıkları haber, önemli turnuvalar, yüzme severlerin haberdar olmaları için programlar hazırlayarak televizyonlarda yayınlatmaları önerilebilir.;4
Çalışmanın amacı, serbest zamanlarında yüzme egzersizine katılan kadınların egzersiz motivasyonlarının farklı değişkenler açısından incelenmesidir.;4
Bu doğrultuda Adapazarı Belediyesi tarafından düzenlenen Çocuklar Okula Anneler Havuza adlı sosyal sorumluluk projesi kapsamında yüzme egzersizine katılan ve tesadüfi örneklem yöntemiyle seçilen 120 anne gönüllü katılım sağlayarak çalışmanın örneklem grubunu oluşturmuştur.;4
Kişilerin farklı motivasyonları doğrultusunda katıldıkları aynı yüzme egzersizlerinin de buna dahil olduğu düşünülmektedir.;4
Bu düşünceye paralel olarak çalışmanın amacı yüzme egzersizine katılan kadınların egzersiz motivasyonlarının farklı değişkenler açısından incelenmesidir.;4
Bu çalışmada Adapazarı Belediyesi tarafından 2014 yılı içerisinde düzenlenen Çocuklar Okula Anneler Havuza adlı sosyal sorumluluk projesi kapsamında kış döneminde iki buçuk ay süreyle yüzme egzersizine katılan 400 anne çalışmanın evrenini oluşturmaktadır.;4
Yüzme egzersizine katılan kadınların egzersiz motivasyonlarının farklı değişkenler açısından incelenmesi amacıyla yapılan çalışmada, katılımcıların aktivitelere katılma durumları incelendiğinde, katılımcıların verdiği cevaplara oranla, çoğunluğunun, sağlık amacıyla (%52,5), haftada 1-3 kez (%51,7), 01:00-01:59 saat aralıklarında (%54,2) ve 6 ay ve daha az süreli egzersiz deneyimine %24.;4
Rekreasyon Araştırmaları Kongresi 508 Sonuç olarak, yüzme egzersizine katılan kadınların yaş, gelir, eğitim, egzersize katılım süresi, katılım sıklığı ve egzersiz deneyimlerinin kadınların egzersize güdülenmelerinde etkili olduğu görülmüştür.;4
"Sonuç olarak; 8 haftalık yüzme egzersizinin vücut yağ yüzdesini azalttığı, solunum fonksiyonlarından zorlu ekpirasyon hacmini, maksimum istemli ventilasyonu, vital kapasite ve zorlu vital kapasiteyi arttırdığı gözlendi.";4
Yerçekimi özelliğinin neredeyse sıfıra indiği yüzme sporu, bu sporu yapanların tüm kaslarının bir ahenk ve uyum içinde çalışmasını sağlar.;4
Aynı zamanda fizik tedavide kullanılan nadir sporlardan biri olan yüzme sporu vücut kaslarının simetrik ve dengeli bir biçimde gelişimini sağlar.;4
Fakat yüzme sporu, yatay pozisyonda yapıldığı için kalp ve dolaşım sistemi daha rahat çalışır.;4
Genel olarak yapılan literatür taramalarından elde edilen sonuçlara göre, yüzme sporunun 12–15 haftalık orta şiddette yapılan antrenmanlar sonucunda bile zorlu vital kapasiteyi (FVC) ve buna bağlı olarak birinci saniyedeki zorlu ekspirasyon hacmini (FEV1) ve maksimum istemli ventilasyonu (MVV) değerini arttırdığı kabul edilmektedir.;4
4-8 Bu araştırmanın amacı 8 haftalık yüzme egzersizinin genç sedanter erkeklerde vücut kompozisyonu, solunum ve bazı dolaşım parametreleri üzerine etkisini araştırmaktır.;4
Denekler yüzme bilmiyor varsayılıp günde 1.;4
5 saat, haftada 3 gün toplam 8 hafta temel yüzme eğitimi Şanlıurfa Olimpik Yüzme Havuzu’nda verildi.;4
Vücut Ağırlığı ve Vücut Yağ Yüzdesi Ölçümü Vücut ağırlığı ve vücut yağ yüzdesinin ölçümünde Tanita (Innerscan BC532/ Japan) marka analizör kullanıldı.;1
Genellikle zorlu vital kapasitenin 1 saniye içinde yüzde kaçının ekspire (havanın dışarı verilmesi) edildiği önemlidir.;1
Süre olarak 20 dk, haftada 3 gün, VO2 maks’ın % 50’sinin üzerinde yapılan antrenmanlarda, vücut yağ yüzdesi azalırken vücut kompozisyonuna da olumlu etki yaptığı belirtilmiştir.;1
5 kg/m2 , vücut yağ yüzdesi egzersiz öncesi %29.;1
Çalışmamızda deney grubunun vücut ağırlıkları, vücut kitle indeksi ve vücut yağ yüzdelerinde elde ettiğimiz sonuçlar yapılmış çalışmalarla paralellik göstermektedir.;1
Yapmış olduğumuz yüzme eğitim programının kapsamı ve şiddeti Amano, Gökdemir ve arkadaşlarının yaptırmış olduğu egzersize benzer niteliktedir.;4
Koca, 3 aylık yüzme teknik eğitimi alan, yaş ortalaması 22.5.;4
Yaptığı araştırmada, üniversite öğrencileri 3 aylık yüzme antrenmanı sonunda MVV değerini anlamlı olarak yüksek bulmuştur.;4
Genel olarak yapılan literatür taramalarından elde edilen sonuçlara göre, yüzme sporunun 12-15 haftalık orta düzeyde antrenmanlar sonucunda bile zorlu vital kapasiteyi ve buna bağlı olarak birinci saniyedeki zorlu ekspirasyon hacmini ve maksimum istemli ventilasyon değerini arttırdığı kabul edilmektedir.;4
Sonuç olarak yüzme egzersizinin vücut kompozisyonu ile solunum ve dolaşım parametreleri üzerine olumlu etkisi vardır.;4
Yüzme Bilmeyip Yüzme Teknik Eğitimi Alan ve Üniversite Yüzme Takımında Yüzme Sporuyla Uğraşan 18-25 yaş arasındaki Bayan ve Erkeklerde Üç Aylık Yüzme Antrenman Programının Ergospirometreyle Ölçülen Fizyolojik Fonksiyonlara Etkisi incelenmiştir.;4
"Bu noktadan hareketle çok erken yaşlarda başlanan ve yoğun bir çalışma programı gerektiren yüzme sporunda; antrenörlerin iletişim becerilerinin sporcu algıları çerçevesinde motivasyonları üzerindeki etkisinin önemli olduğu görülmüştür.";4
Yüzmenin iyi yanlarından biri kasları çalıştırmasıdır.;4
Yüzme, suyun kaldırma kuvvetinden yararlanarak, el ve ayakların çırpılması yoluyla vücudun su içinde ilerlemesine dayanan su sporudur.;4
İnsanların su içerisinde belirli bir mesafeyi kat edebilmesi için yapmış olduğu anlamlı hareketlerin tümü yüzme olarak kabul edilmektedir.;4
"Spor olarak yüzme; su içerisinde sporcunun belli bir mesafeyi belli bir süre içerisinde ve belli kurallar çerçevesinde kat etme yeteneğidir.";4
Yüzme, diğer spor dallarına göre daha farklı bir işleyişe sahiptir.;4
Yüzme sporu her şeyden önce suyun içerisinde yapılmaktadır.;4
Bu nedenle bir mesafeyi yüzmek için gereken enerji aynı mesafeyi koşmak için gereken enerjinin dört katıdır.;4
Temel yüzme teknikleri dört tanedir.;4
Yüzme bütün spor dallarının temelini teşkil eden bedeni ve ruhi özellikleri geliştirme imkanı sağlayan ana spor dallarından biridir.;4
Bireyin zihinsel, psikolojik, sosyolojik, fizyolojik gelişimini amaçlayan spor etkinlikleri içersinde, yüzme sporunun ayrı bir önemi vardır (Urartu 1984).;4
4 Yüzme, diğer sporlara göre sakatlık riskinin daha düşük olduğu ve motorik özelliklerin gelişiminde katkısı bulunan bir spor dalıdır.;4
"Bu bilgiler ışığında, son yıllarda sporda etkili liderlik ve başarılı antrenörlükle ilişkili olarak; liderlik stilleri, bu stillerin başarısı ve performansa katkısı, takım bütünleşmesi, sporcu ve antrenör iletişimi gibi konular derinliğine araştırılsa da liderlik, iletişim ve bunların sporcunun motivasyonuna katkısı, özellikle de çok erken yaşlarda başlanan; yoğun ve uzun bir çalışma programı gerektiren yüzme sporu ile ilişkilendirilmemiş ve önemleri vurgulanmamıştır.";4
"Bu noktadan hareketle; yüzme antrenörlerinin bir liderlik özelliği olan iletişim becerilerinin sporcu algıları çerçevesinde motivasyonları üzerindeki etkilerinin araştırılıp belirlenmesi bu araştırmanın amacını oluşturmaktadır.";4
Antrenörün Yüzücünün Motivasyon Düzeyindeki Etkisi Yüzme bütün spor dallarının temelini teşkil eden bedeni ve ruhi özellikleri geliştirme imkanı sağlayan ana spor dallarından biridir.;4
Bireyin zihinsel, psikolojik, sosyolojik, fizyolojik gelişimini amaçlayan spor etkinlikleri içersinde, yüzme sporunun ayrı bir önemi vardır (Urartu 1984).;4
Yüzme, diğer sporlara göre sakatlık riskinin daha düşük olduğu ve motorin özelliklerin gelişimde katkısı bulunabilen bir spor dalıdır.;4
Yüzme, yarışma amaçlı yapılan bir spor branşı olmasının yanında, insanların her yaşta yapabildikleri rekreatif ve rehabilitasyon amaçlı bir aktivite olması özelliği de taşımaktadır.;4
Yüzerken düşünmek kolay oluyor.;4
"Çalışmanın uygulama bölümü; Galatasaray, Fenerbahçe ve Enka spor kulüplerinde aktif olarak yüzen sporculara uygulanan anketlerden elde edilen verilerden yararlanılarak oluşturulmuştur.";4
Araştırma Evreni ve Örneklemi Bu araştırma Türkiye Şampiyonalarında, puanlamalar sonucu en üst sıralarda bulunan Galatasaray, Fenerbahçe ve Enka spor kulüplerinde aktif olarak yüzen sporcuları kapsamaktadır.;4
"Verilerin İstatistiksel Analizi Araştırmada; yüzme sporu üzerine, 3 kulübe bağlı 97 sporcuya daha önceden hazırlanmış bir anket uygulanmıştır.";4
2’de sporcuların lisanslı olarak yüzme sporunu kaç yıl yaptıkları üzerine frekanslar hesaplanmıştır.;4
İzleyiciler varken daha iyi yüzdüğümü düşünüyorum.;4
Yüzme sporunda başarılı olmayı istiyorum.;4
Yüzme sporunda başarılı olmak için tüm yıl boyunca çalışmayı isterim.;4
Amacım yüzme sporunda önde gelen biri olmaktır.;4
Tanınmak umuduyla yüzme branşında çok çalışıyorum.;4
İzleyiciler varken daha iyi yüzdüğümü düşünüyorum.;4
Saatlerce yüzdüğünden yorulmuştu.;4
Yüzme sporunda başarılı olmayı istiyorum.;4
Yüzerek kıyıya ulaştı.;4
Korelasyon Analizi Regresyon modeli olarak incelediğimiz Yaş ve Lisanlı Yüzme değişkenleri arasındaki korelasyon değerini hesapladık.;4
Denizlere açılmak ve yüzmek iyi gelir.;4
001 Yaş değişkeni ile Lisanslı Yüzme değişkenleri arasındaki Pearson Korelasyon değeri 0.;4
Bireysel spor olan yüzme sporunda antrenörler az sayıda sporcu ile çalışmakta ve buna paralel olarak antrenörlerin sporcular ile özel olarak ilgilenme şansının artması, sporcuyu daha sık ve yakından takip etme, müdahalede bulunma ve geri bildirim verme şansı, karşılıklı olarak rollerin açıklanması, kabulü ve bu rolleri yerine getirmede yanlış anlamaların azaltılması, hedefleri gerçekleştirmek için uygulanacak yöntem ve stratejiler konusunda daha az antrenör ve sporcu çatışmasının varlığı etkendir.;4
Gerek’in yüzme ve su topu takımları üzerinde yaptığı çalışmada bu takımlarda çalışan antrenörlerin etkin dinleme becerisine sahip, açık iletişim kurma becerisi yüksek ve orta düzeyde konuşma becerisine sahip oldukları sonuçlarına ulaşmış olması bu düşünceyi destekler niteliktedir.;4
Sonuç olarak yüzme sporunda kişilik ve kültürel açıdan farklılık gösteren yerli ve yabancı sporcularla çalışan antrenörler ve aynı zamanda bu özellikteki yabancı 97 antrenörlerle çalışan sporcular için de iletişim becerilerinin geliştirilmesi yüzme sporunda başarı için daima bir zorunluluktur.;4
Çalışmanın sonuçları Türkiye Yüzme Federasyonunun mevcut antrenör sisteminde kullanılmalı, antrenörlerde lider kimliği oluşturucu veya bu kimliği arttırıcı davranışlarda bulunulması ile ilgili eğitimler verilmeli, sadece performans değil antrenörlerin davranış biçimleri ile ilgili de takipler yapılmalıdır.;4
Ayrıca araştırma verilerine göre çoğu antrenörün daha önce yüzme branşında sporculuk geçmişinin olması onların motivasyon ve iletişim arasındaki ilgiye gözlem sahibi oldukları anlamını taşır.;4
Bu nedenle liderlik ve iletişim becerilerinin gelişimine yönelik eğitim almaları durumunda somut olarak yüzme branşında gelişim sağlanacağı düşünülebilir.;4
Tatildeyken saatlerce denizde yüzerdik.;4
İnsanın yüzdükçe yüzesi geliyor bazen.;4
Kaç yıldır lisanslı olarak yüzme sporu yapmaktasınız?;4
İzleyiciler varken daha iyi yüzdüğümü düşünüyorum.;4
Yüzme sporunda başarılı olmayı istiyorum.;4
Yüzme sporunda başarılı olmak için tüm yıl boyunca çalışmayı isterim.;4
Amacım, yüzme sporunda önde gelen biri olmaktır.;4
Tanınmak umuduyla yüzme branşında çok çalışıyorum.;4
Yedi yüz kişi olduktan sonra da Türkler hanları ilsiz , illeri hansız bıraktılar.;1
Yüzünü buruşturdu.  ;2
Lord Balon yüzünü buruşturdu.  ;2
Sizin sadece yüz savaşçınız var.  ;1
Şövalyenin yüzü yorgundu ve grileşmişti.  ;2
Şövalyenin yüzü karardı.  ;2
Şu yüze bakın.  ;2
Belki Kışyarı’na kadar yüzebilirdi.  ;4
Belki yüz kişiler.  ;1
Belki de iki yüz.  ;1
Şövalyenin kalkanı Qyle’ın yüzünü ezdi.  ;2
Tazı’nın yanık yüzünü hatırladı.  ;2
Adamın yüzünü görmedi.  ;2
Yüzü dövmeli bir aptal.  ;2
Bran’ın yüzü kızardı.  ;2
Bran Nasıl yüzebiliyorsun? ;4
Dehşeti yüzünden okunuyor olmalıydı.  ;2
O yüz Tyrion eder. ;1
Adamın yüzünü izlemek eğlenceliydi.  ;2
Yakalanırsam derimi yüzerler.  ;5
Parmakları kızın yüzüne geçmişti.  ;2
Lommy tiksintiyle yüzünü buruşturdu.  ;2
Kurz da yarası yüzünden ölmüştü.  ;6
Daha azını önerseydim yüzüme tükürürdü.  ;2
Yüzümün yarısını haşlamasına izin verebilirim.  ;2
Yüz hasat daha olsun!  ;1
Kızın korkusu yüzünden okunabiliyordu.  ;2
Yüzlerce şekilde.  ;1
Kasabalar bu yüzden boş.  ;6
Üç yüz diye düşündü Jon. ;1
Vahşinin gazabına karşı üç yüz.  ;1
Gözlerim yüzünü görüyor.  ;2
Şarap yüzünden ayakları dolanıyordu.  ;6
 Yüzü kızardı.  ;2
Üstadın yüzü solmuş aklı karışmıştı. ;2
Köylüler adamın yüzüne asla bakmıyordu.  ;2
Yüzünü dikenli bir gürzle ezdiler.  ;2
Meera yüzünü kurda döndü.  ;2
Lancel’ın yüzü kızardı.  ;2
Catelyn’in yüzünü inceledi.  ;2
O yüzden seni cezalandırmakla yetineceğim.  ;6
Yüzüne dokunmayın.  ;2
Yüzünün güzel görünmesini istiyorum.  ;2
Tyrion Lannister Sansa’nın yüzünü inceledi. ;2
Catelyn yüzleri inceledi.  ;2
Boğulan adamların cesetleri avluda yüzüyordu.  ;4
Ölüleri gördüm şişmişlerdi ve yüzüyorlardı. ;4
Beş yüz.  ;1
Üç yüz.  ;1
Bu yüzden ondan nefret ediyordu.  ;6
  O yüzden mi?  ;6
  Edmure’un yüzü karardı.  ;2
