Cumle;Sinif
Giderken bindiği kira arabasının ücretini ödeyebilmek için bir Elzevir94 satmıştı ;2
Mösyö  diyordu berber  İmparator ata nasıl binerdi?;2
Sokak kapısının önüne  Babylone Sokağı’ndan bir kiralık araba getirtmiş ve binip gitmişlerdi ;2
Bossuet  Feuilly’ye  Yakında başka aleme gitmek için posta arabasına bineceğiz  diyordu ;2
Sana o kadar çok kez doğru otobüse bin dedim ki her seferinde unutuyorsun ;2
Gülü ona uzattı  kız aldığında arabaya bindi ;2
Çocukğu kaykaya bindi ve dakikalardır tepesinden inmedi ;2
Gemiye binerse daha geç vakitte varacaktır ;2
Maskelilerin bindiği bir araba vardı bu dizinin durma noktasında ;2
Arabanın fenerlerine bile binenler var ;2
Arabaya binmek için  ardına kadar açılan kilisenin kapısına geldiler ;2
Geri dönerken ikisi de aynı arabaya bindiler ;2
İnanılmaz ki onca insanı fillere bindirmeyi düşündüler ;2
Ata bin de gidelim buradan ;2
Gürkan bey aracında bindi ve evine gitti ;2
Amerika'ya gitmek için gemiye bindi ;2
Gün boyunca atına bindiğinden ağrıları başlamıştı ;2
Her sabah erkenden kayığa biner ve balık tutmaya gider ;2
Vapura binerken etraflarında uçan martıları görünce çok sevinmişti ;2
Marius Cosette’i bindirdi  kendisi de arabaya atladı ;2
Her zaman şehir dışına gitmek için trene biner ;2
Her an zaptiye çavuşunun biri enseme binecekmiş gibi geliyor bana ;2
Asansöre binerken arkasına bakıp durdu ve gelmediğini görünce kapıyı kapattı ;2
Hastaneye gitmek için duraktan bir taksiye bin ;2
Burada kutular gayet yasal seferler düzenleyen bir yük gemisine bindirildi ;2
Ben nereden bileyim neye bindi?;2
Mekiğe binmeden önce Stormgren dönüp madenin girişindeki donakalmış adamlara son bir bakış attı ;2
Güler yüzlü bir çocuğun annesinin peşinden koşup kayığa binmek için acele ettiğini gördü ;2
Şovalyeler atlarına biner ve öyle yola çıkar ;2
Otobüse binersek daha hızlı varırız ;2
Okula gitmek için metroya biner ;2
Her gün yola çıkarken neye binmesi gerektiğini karıştırır ;2
Hükümdarların ödünç verdiği  roketle çalışan ufak bir mekiğe binmişlerdi ;2
"Şu an aklımı kaçırdığımı düşünüyor olabilirsin; Hükümdarların gemilerine binmenin imkansız olduğunu sanıyorsundur ";2
Ay tutulmasını tepede izlemek için çocukları da arabaya bindirdi ;2
Kim olduğunu öğrenebilir miyiz  bir de gemiye nasıl bindiğini?;2
Vapurlara  trenlere ihtiyarları ve çocukları itip biniyoruz ;2
Herkesin binebileceği kadar yer yok ;2
Dağınık haldeki yapayalnız siluetler toplanmaya başladı  tıpkı insanlardan oluşan bir kalabalık gibi gemiye binmeye hazırlandı ;2
Vindarten dikkatle onu başta süs sandığı bir şeride bindirdi ;2
Bir seferinde de asansöre binip epeyce yukarı çıkmışlardı ;2
Ama baş dönmesi açısından uçağa binmekten çok da farklı değildi  çünkü yere temas ettiğini hissetmiyordu ;2
Uzakta gördüğü adam ata bindi ve sokağı dönüp kayboldu ;2
Anladığı kadarıyla aynı gemiye binmişti  ancak mürettebatın değiştiği kesindi ;2
"Eskiden gördüğü bir resmi hatırladı; onlarca fotoğrafı üst üste bindirip ortalama bir surat oluşturmuşlardı ";2
Öyle öyküleri anlatanların omuzlarına binen yükü unutuyoruz ;2
Dünyadan biraz anlar olduğumu düşünecek yaşa geldiğimde bir Venedik ticaret gemisine kaçak olarak bindim ;2
Derse vaktinde yetişebilmek için taksiye bindi ;2
Kamyonetin arkasına binen insanlar üzgündü ;2
Yurt dışına kaçmak için insanlar tırların arkasındaki kapalı ve havasız konteynerlara biner ;2
İnekleri kamyona bindirdi ;2
Dev adam ötekilerin aksine üst üste binmiş deri levhalardan oluşan bir zırh giyiyordu ;2
Askerler kalkanlarını yanlarına almamayı ve tarikatın elindeki yaşlıca beygirlere binmeyi tercih etmişlerdi ;2
Hayaletler neredeyse midilli denebilecek kadar kısa bacaklı atlara biniyorlar ;2
Uzaktaki tepenin zirvesinde dört ata birden binen o suret artık daha da büyük gözüküyor ;2
Ona bir an önce yetişebilmek için taksiye bindi ;2
Yanında bir çuval taşırken tırmanabilir  ata binebilir veya dövüşebilir miydi?;2
Kız daha önce hiç ata binmemişti  o kadarı Ferenc’e tutunuş şeklinden belliydi ;2
Bindiği atlar aldıkları yaralardan veya yorgunluktan dolayı birbiri ardına ölmüştü ;2
Güzelce giyinmişti fakat ata bineceklerini öğrenince hayal kırıklığına uğradı ;2
Vera ata binecek kadar toparlanır toparlanmaz Hazarlara ait bölgenin doğu sınırının ötesine geçmişlerdi ;2
Kayığa atıyla beraber bindi ;2
Ata ne zaman bindiğini hatırlamıyordu ;2
Midillilere en yakın konumdaki Feronantus ile Istvan silahlarını kapıp atlarına bindiler ;2
Yıllardır aynı yolu aynı katıra biner gelir ;2
Berkeley’ye15 giden Telegraph Caddesi tramvayına bindi ;2
Kızı motosiklette arkasına bindirdi ;2
Tersine bulutlara binip Ruth’a doğru yükselen Martin’di ;2
Herkes sessizleşmişti ve o sırada çocuk çıkıp oyuncağının üstüne binip sallanmaya başladı ;2
Salıncağa bin de seni sallayalım ;2
Ata binmek düşündüğünden daha zordu  her an kayıp gidecek gibi hissediyordu ;2
Eve kadar bisiklete binmeyi öğrenmek için debelenirken üzerindeki takım elbiseyi mahvetmesini de kafaya takmadı ;2
Bin şu arabaya ;2
Bir an önce gitmek istediği için kayığa ilk önce o bindi ;2
Hep beraber kayığa binersek batabilir ;2
Vapura binip San Francisco’ya geçti ve iş bulma dairesine gitti ;2
Yalın ayak bisiklete binemeyeceğini bilmiyor musun?;2
İşe giderken bisiklete biner ve böylece zayılayabileceğini düşünür ;2
Yeni aldığı bisikletine binerken çok heyecanlıydı fakat pedallarının koptuğunu gördü ;2
Şaşkınlık içinde bindiği gemiden bir o kadar hızlı şekilde de indi ;2
Uzun yolculuklarda otobüse binmekten nefret eder ;2
İnsanlar sahil yollarında bisikletlere binerler ;2
Bu kalabalıkta trene binmek oldukça zor olacak ;2
Eğer kar yağıyorsa duraktan otobüse bin ;2
Hava durumuna bağlı olarak ya otobüse ya da taksiye biner ;2
Bir sonraki köşede ablası soluklanmak için durduğunda  Sen devam etme istersen  sonraki tramvaya binersin  dedi ;2
Bir sonraki metroya da binemezse işe çok geç kalırdı ;2
Kuzuları da gemiye bindirdi ;2
Eşini ve çocuklarını gelen ilk trene bindir ve onları Almanya'ya gönder ;2
Atın ayağı sakatlandığı için üstüne binen adamı tartamadı  ;2
Bu böyle olmayacak  ata bin ve hemen oraya gidip duruma engel ol ;2
Yazdıklarını matbaaya yetiştirmek için ilk arabaya bindi ;2
Şirket ona işe gelirken binmesi için özel araç tahsis etmişti ;2
Yolda yalnız başına giderken bir araba durdu ve adam binmesi için ısrar etti  kız çok korkmuştu ;2
Sokak İstasyonu’nda inip  Oakland tramvayına bineceğini söyledi ;2
Daha önce hiç böylesine hızlı bir motosiklete binmemişti ;2
Motosiklete bindi ve Trabzon'a kadar gitti ;2
Motosiklete veya bisiklete binemez  ;2
Eğer hava güneşliyse bütün gün bisikletine biner ve sokak sokak gezer ;2
Her gün arabasına biner ve işe gider ;2
Nasıl olur da başkasının aracına binersin?;2
Tüm tavukları bir konteynera bindir ;2
Hayatında ilk defa tıra bindi ;2
Otobüse bindiğinde ancak yanlış yöne gittiğini fark etmişti ;2
Çoğu kez yanlış yönde metroya biner ;2
Biz tesadüfen aynı trene bindik ;2
Dün gece onu arabama bindirdim ;2
Egzersiz için ya bisiklet binerim ya da yüzmeye giderim ;2
Erkek kardeşimin beni gemiye bindirmesini isteyeceğim ;2
Her gün işe ya bisiklete binerek giderim ya da otobüsle ;2
Kaldırımda bisiklete binmemelisin ;2
Kendi güvenliğin için  sarhoş bir sürücüsü olan bir arabaya asla binme ;2
Motosiklete binmek gençler için tehlikeli olabilir ;2
Motosiklete binmek eğlencelidir ;2
Motosiklete kasksız binmek tehlikelidir ;2
Nasıl metroya binileceğini biliyor musun?;2
Otobüse elli kişi binebilir ;2
Tek tekerlekli bisiklete binebilen bir kız tanıyorum ;2
Okul sonrası aktiviteler bisiklete binmek veya komşularla oynamaktan ibaretti ;2
Onun sürdüğü otobüs bir trene çarptı ;2
Tom metroya binmeye alışkın değildir ;2
 yarın ilk defa uçağa bineceğim ;2
Anneme gitmek için uçağa binmek üzereydim ;2
İyi bir tatil için uçağa binmek şart değildir ;2
Hem bana da ara sıra uçağa binmek için bahane olur ;2
Yorgun bir pilotun kullandığı uçağa binmek ister misiniz?;2
Orlando'ya gidecek bütün yolcuların uçağa binmek üzere uçuş kapısına gitmeleri rica olunur ;2
Bütün zamanını çalışarak geçireceğini biliyorum  sadece bir uçağa binmek istiyorum ;2
Evet  biliyorum  demek istediğim uçağa binmek bir zamanlar saygın bir şeydi ;2
Vapurlara  trenlere ihtiyarları itip çocukları ezip biniyoruz;2
Metroya taksiye binerek gitmem uzun sürmez ;2
Şemsiyem taksiye binerken kırıldı ;2
Ayıracak çok zamanı olmadığı için  taksiye bindi ;2
Bir arabaları yoksa  taksiye binsin ;2
Bir taksiye binmeyi yürümeye tercih ederim ;2
Bob son treni kaçırdı ve bir taksiye binmek zorunda kaldı ;2
Geç kalmayalım diye bir taksiye bindik ;2
Haftada bir ya da iki kez tren istasyonuna gitmek için taksiye binerim ;2
Nerede bir taksiye binebilirim?;2
O  hastaneye gitmek için bir taksiye bindi ;2
Oraya zamanında varmak için bir taksiye bindim ;2
Otobüs çok kalabalıktı  Keşke bir taksiye binseydim ;2
Otobüs geç kaldığı için taksiye bindim ;2
Randevuya zamanında yetişeyim diye taksiye bindim ;2
Vapura bindiğimde kuşlara simit atarım ;2
Kadıköy vapuruna binmeyen kalmasın  ;2
Vapura binmeyi çok severim ;2
Eski bir okul arkadaşımı sabahleyin vapura binerken gördüm ;2
Yağmurlu havalarda vapura binmeyi çok severim ;2
Vapura binen kedi yolcuların maskotu oldu ;2
Ben bugün vapura binip karşı tarafa geçeceğim ;2
Henüz tam olarak tanımadığınız birinin arabasına binmek büyük hata olabilir ;2
Geniş kapı sayesinde arabaya binmek çok kolay ;2
Şimdi uzağız  Sanki sen hep trene biniyorsun ve ben hiç inmiyorum vapurlardan;2
Bir kere yanlış trene bindiyseniz koridordan ters tarafa yürümenin hiçbir faydası yoktur ;2
Metroya binmek zorunda kaldım ;2
Yeryüzüne atılmış beden misali  bunca zaman yaşamıma hükmeden kadını nasıl bulacağımın bin bir sorusu ile bu şehirdeydim ;1
Gerçekleşen her eylemin  konuşulan her kişinin kendisine hangi ölçüde yarar getirdiğine bakılıyor ve bu kısa süren hazların ardından yüz binlerin  milyonların seslerinin birbirine karıştığı şehirde yalnız ve yalıtılmış olarak kalınıyordu ;1
Bin bir gece masallarını okuyalı çok olmuştu ;1
Yıllar süren umutlu bekleyiş sonrasında hiçbir şeyin değişmediğini ve değişmeyeceğini anlayan bu insanlar  otuz numaralı bir evde toplanıp  isyan etmeyi kararlaştırırlar ve otuz yıl süren isyan  otuz bin insanın hayatını kaybetmesine yol açar ;1
Hayaller  sevinçli  hüzünlü bin bir çeşitliliğe saptırmıyordu beni ;1
Parmaklarıyla dört işareti yapıyordu ve ben tekneyi dört bin Tümene aldığını anlamıştım ;1
"Kapının önünde durmuştum; çıraklardan birine  ona iki bin Tümenlik banknot vermesini söyledim ";1
Bin bir gece gibi uzun bir geceyi geride bırakmıştılar ;1
Beş para etmez şeyler beş binden aşağı satılmıyordu ;1
İspanyadan kovulan binlerce ve on binlerce kişi Osmanlı topraklarına vardı ve ülke onlarla doldu ;1
Sanıklardan Mustafa Gecek de rüşvet vermesuçunu reddederek Selvi’ye on bin dolar verdim ;1
Mabedin yapmımı için kırk bin amele toplandı ;1
Bunlardan üç bini de ustadır ;1
Yedi bin Türk  yedi yüz bin Çinliyi nasıl ve ne ile yener?;1
Şimdilik hoşça kal ve unutma  yedi bin değil  yedi Türk yedi yüz bin Çinliyi yenecek ;1
"Günde yüz bin li1 yol aldığını  Çin tarihlerinin bile öğe öğe bitiremedikleri Başko bir kere şahlandı  kendisini önlemek isteyen Çinlileri yardı  yıktı; uçtu  gitti ";1
Böyle bir şey varsa kardeşimin yoluna yüz bin Çinli kurban olsun ;1
Karşımıza üç yüz elli bin kişilik ordu çıkarmışlar ;1
Kıraç dağlardan  sisli ormanlardan  gürül gürül sular akan dere kıyılarından  bin bir çeşit diyarlardan geçtiler ;1
Duydum ki Meço Han şimdi yollardaki şehirleri yağma ederek  orduları sürerek  yüz binlerce köle  cariye  altın  ipek gibi mallarla geri çekiliyormuş ;1
Benim buyruğumda yüz binlerce cin ve peri çalışır ;1
Çinliler bundan başka  Türklerin Çin'e yapacakları akınları vaktinde öğrenebilmek için hudut boyunda bin üç yüz kule kurdular ;1
Çin Başbuğu Çaça Seugu'nun seksen bin kişilik ordusunu darmadağan ettiler ;1
Bin bir çeşit milletin  kralların  sultanların bayrağını  meslek zoru ve bayraksız oluşu yüzünden tanırdı ;1
Tam üç bin yedi yüz yedi kulaksız ;1
  Peki  beş kişi yüz bin kişilik Alman ordusunu nasıl birbirine katar sevgili oğlum?;1
Babasından kesin emir almamış olsa Kral Hanri yüz bin askerinin çevresini sardığı bu Attila'nın küstah veledinin  oracıkta yatırıp bir kart horoz boğazlar gibi gırtlağını keserdi ;1
Orada Haron'u yarım sayarsak  dört buçuk kabadayı çıplak atlarının üstünde  çıplak yüreklerini ortaya koymuş  yüz bin namlı Alman askerine meydan okuyarak bütün çalım ve gururları şahlanmış bekliyorlardı ;1
Kale çevresinde ellerini  kollarını bağlayıp cellatlarınıza kazıklattığınız yedi bin yoksulun hikayesini bilirim  Kazıklı Voyvoda ;1
Arkanıza hırka  cebinize on bin florin  yani bir hazine koydular ;1
Bu  dük gibi bir şövalyenin suratına yüz bin savaşçı önünde indirilmiş bir tokattı ;1
Fakat bu yüz binlerce Hristiyan  göğüslerinde kırmızı haç  böyle temiz ve inanış uğruna şehit olmaya gidiyor  bu inanış nasıl yanlış olabilir?;1
Bu meseleyi yüz binler arasında değil  iki üç kişi arasında daha iyi hallederiz ;1
Ölümden sizi hiçbir kimse kurtaramaz  konak iki bin varenk ile sarılı  diye haykırdı ;1
Koca Alman ordusu  yüz bin kişi ile İstanbul'u almak veya İsak'ı Ayasofya meydanında asmak için mi yola çıktı?;1
Haşmetlu kardeşiniz sağ ve esen dönerseniz üç bin Müslüman çocuğu kesmeyi Meryem Ana'ya adadı ;1
Kıbrıs'taki Türk erkekleri  Salahaddin ve Alp Arslan'ın ordusuna yardım için Anadolu'ya ve Kudüs'e gitmişler  burada çocuklar ve kadınlardan ibaret yedi bin kadar Müslüman var ;1
  Kanın yaşı ve cinsi olmaz  hemen emredin  şimdi bu yedi bin Müslüman kurban edilsin ;1
Kendini korumaktan aciz yedi bin çocuk ve kadının boğazlanmasının kral hazretlerinin karnındaki cinleri kovacağının hangi kitapta yeri var?;1
İnsanlığın kurtuluşu  insanların birbirlerini sevmeleri gerektiğinin tohumlan bin iki yüz yıl önce Hz ;1
İnandırıcı sözleri  ilahı sesiyle dinleyicilerin gözlerinde Hazreti İsa'nın insanlık uğruna çarmıha gerilişini o kadar heyecanlı bir şekilde canlandırmıştı ki  herkes bin yüz sene geriye gitmiş  insanlık tarihinde bir leke olan aynı kanlı sabahı sanki tekrar yeniden yaşıyorlardı ;1
Dük Leopold da benim şüphe ettiğim ismi söylediğine göre böyle sekiz kilise içinde sekiz bin korsan eliyle sarılsa bile o  hakikaten o ise  burnu kanamadan sıyrılacak kadar edepsizdir ;1
Bizi Suriye'de bekleyen milyonlarca insan  peşimize taktığımız bu yüz binlerce şövalye ve asker ne der?;1
Bir yıl geçmeden beş yüz kuzey gemisiyle on bin Danimarkalı  Fransız  Bretonlu şövalye Davesnenes'in komutasında geldi  dayandı ;1
"Kale içinde bir avuç Müslüman; şimdi deniz tarafından da beslenerek gittikçe büyüyen sayısı çoktan yüz binleri aşmış Haçlı ordusunun sıklaşan saldırışları; güneşin yakıcı sıcaklığı ile el ele veren hendekler içinde kalmış ölülerin kokan cesetlerinin dehşet saçan görünüşleri kızgın bir çember gibi sarmıştı ";1
Romanya'nın kuzeyinde senin gibi milliyeti Türk olan ve sayısı yüz binleri aşan Yahudiler gördüm ;1
İki bin yedi yüz silahsız Türk askeri üç yıl aç  susuz kahramanca korudukları kaleyi benim emrime uyarak size teslim edip şehirden çıkarken  koyun boğazlanır gibi yere yatırılıp kıtır kıtır kesildiler ;1
Beni ilgilendiren  bana inanıp silahlarını bırakan  bana güvenip silahsız ve koruyucusuz  askerleriniz arasından geçmeyi göze olan üç bin Akkalı kardeşimin boğazlanmasıdır ;1
Bu köpeklere karşılık  anlaşma gereğince  üç bin Hristiyan esiri de onlar bize vereceklerdi ;1
Burada askeriniz yok  ben beş bin şövalye ile geldim ;1
Türkler üç bin Hristiyan esirini gün doğarken bize teslim etmek üzere ormanda bulunacaklardı ;1
Niçin önce sen iki bin yedi yüz Müslüman esirini öldürdüğünü unutuyorsun?;1
Haçlıların saldırışını gören Sultan Salahaddin'in otuz bin atlısı birden yel gibi yetiştiler ;1
Önce bu savaş tutumunu anlamayarak  otuz bin atlısını ileri sürerken  yirmi bin çöl bedevisini de develer üstünde Haçlıların sol kanadına gönderen sultan  tehlikeyi sezdi  ;1
Sayenizde yüz binlerce insanın başaramadığı bir iş olacak  Noel gecesi hacı olacağız ;1
Buraya  göğüslerinde bin bir ümit ve hayal taşıyarak gelen üç ordudan şimdi üç buçuk gemilik bir yaralı kafilesinden başka geriye hiçbir şey kalmadı ;1
Tokat’a sürgün olduk ama ben  Avşar dudağı üzümünün altı tane kökünü bin bir zorlukla alıp buraya getirdim  yeniden bağımı yaptım ;1
Bin bir dert  bin bir anıyla harmanlanarak hem sevinç  hem de hüzün kol geziyordu içimde ;1
Bin bir derde deva  tadına doyum olmayan kuşburnu pelveri Tokat Ermenilerinin özel tatlısı  reçeliydi ;1
Bulutların alıp götürdüğü yetimler   Hakkında bin bir türlü hikaye anlatılan dağ bir efsanenin vücut bulmuş halidir ;1
Yedi kilise ve on bir Ermeni köyüyle Tokat’ta yirmi ile yirmi beş bin arası Ermeni yaşarmış ;1
Bin bir güçlükle marş basar  bir süre sonra bu defa da aşınmış dolma lastiklerden biri inerdi ;1
Anam onu bin bir rica minnetle Tokat Devlet Hastanesi’ne yatırdı ;1
Vapurda dışarıda durmak için izin aldım  izin verdiler ama bin bir ihtarla: Kenarda durma  biri bir şey söylerse cevap verme  vapur iskeleye yanaşınca bizi bekle ;1
O toprakta bin bir masrafla Şişli Spor Kulübünün tesislerini yapmıştık ;1
Bin bir dil döktüm dinlemedi  son taktiğimi devreye soktum ve hindiler gibi şiştim  şiştim  kollarımı şişirdim  kiloları aşırdım havalara  oralı bile olmadı ;1
Bu güç içinde beş bin kişilik bir Türk askeri birliği de yer almış ve savaşın 1953’te anlaşmayla bitimine kadar ateş hattında kalmıştır ;1
Babamın bütün varlığı onbeş bin lira ;1
Mağazası satılıyor  oradn da dört beş bin lira çıkıyor ;1
Şirketimde direkt veya dolaylı on bin kişi çalışıyor ;1
İspanyol zulmünden canlarını kurtarmak isteyen yüz bin kadar Sefarat Musevisi  Osmanlı Sultanıdır ;1
İspanyadan kovulan binlerce ve on binlerce kişi Osmanlı topraklarına vardı ve ülke onlarla doldu ;1
Sanıklardan Mustafa Gecek de rüşvet vermesuçunu reddederek Selvi’ye on bin dolar verdim ;1
Mabedin yapmımı için kırk bin amele toplandı ;1
Bunlardan üç bini de ustadır ;1
"Cezasının sonunda  ilk kararından ve anasına verdiği sözden şaşmadı; bin bir güçlük içinde İngiltere’ye ulaşarak yürüye yürüye doğduğu yerine döndü ";1
"Havaya aşağıdaki küçük çiçek bahçesinin bin bir rayihası sinmişti; hafif esintiyle titreşen yaprakların her birini sarmış sabah çiyinin parıltısında yemyeşil otlaklar yansıyordu ";1
Bunun ispatı babında belediye reisi  belediye meclisi ve sair şehir sakinleri  çeşitli tarihlerde ülke sınırları dışında zenci köleliğinin sürüp gitmesine karşı en az bin dört yüz yirmi  ülke içinde fabrika sistemine herhangi bir müdahalede bulunulmaması için yine bir o kadar  papazların geçim ilamlarının satılabilmesinden yana altmış sekiz ve pazar günleri sokaklarda alışverişin yasaklanmasını isteyen seksen altı dilekçe sunmuşlardır ;1
"Gökyüzü bulutsuz  güneş parlak ve ılıktı; hava kuş sesleriyle  sayısız yaz böceği vızıltısıyla çınlıyordu; köy evlerinin bin bir renkli çiçeklerle dolup taşan bahçeleri bol çiy altında mücevher tarhları gibi pırıltılar saçıyordu ";1
Beş bin sterlin bıraktı arkasında ;1
Adam vasiyetini yerine getirmeye beni memur ederek geri kalan dört bin sterlini vasiyetnamede belirtilen esaslara göre yeğenler arasında paylaştırayım diye bana emanet bıraktı ;1
Vasiyetin kendisi ile masrafların tutarı on bin sterlin için şimdi ben burdayım ve ölünceye kadar ayakkabı tamir ede ede burda kalacağım ;1
Bayan Bardell arabaya bindi  arkasından Jackson bindi  sürdüler gittiler ;1
İşletme senetleriyle birlikte burda bin yüz seksen sterlin var ;1
Hepsi birden bin yüz seksen sterlin ediyor diye Sam sözünü bağladı ;1
O anda kendi sıradan dostlarının hiçbir çıkar gözetmeyen sadakatinden  dünyanın on bin en büyük şahsiyetinin dillendireceği dostluk beyanlarının yüreğinde uyandıracağından daha çok gurur ve haz duymaktaydı ;1
Perestan dünyanın kırk bin yaşında olduğunu söylüyor  Mollos da beş yüz bin yaşında olduğunu ;1
Lord Royce ve dostları yirmi bin adam toplayabilir ;1
Lord Stannis kuzeye yelken açarken arkasında küçük bir garnizon bırakmıştı  yani iki bin adam gayet yeterli olacaktı  Cersei buna karar vermişti ;1
Daha mütevazı bir adam   Lordum çok nazik  ya da   İyi bir bineğim vardı  diye cevap verirdi ;1
Rahip Raynard  şehirde iki bin kadar serçe olabileceğini söylüyor ve her gün daha fazlası geliyor ;1
Sen tek tanrıya hizmet ediyorsun Buharsaçlı  ama ben on bin tanrıya hizmet ettim ;1
Kral bin yedi yıl boyunca burada hüküm sürdü  diye hatırladı Aeron ;1
Bir zamanlar onun yaptığı gibi on bin gemi inşa edelim ve bütün insanlarımızla birlikte gün batımının ötesindeki toprağa gidelim ;1
Ve onun arkasındaki dumanlı şerit  onlar da on bin gemi ;1
Hanedanımın kökleri on bin yıl öncesine  şafak günlerine kadar uzanır  diye şikayet etti şövalye ;1
Sanırım İnanç’a dokuz yüz bin küsur ejderha borcumuz var ;1
Dokuz yüz bin altı yüz yetmiş dört ejderha ;1
Aradan iki bin yıl geçmişti ama kayalık sahillere dizilmiş gözcü kulelerindeki ihtiyar adamlar hala nöbetteydi ;1
Münzevi Çukuru iki bin yıl önce rutubetli ve karanlık bir yer olabilirdi ama artık öyle değildi ;1
Majesteleri  Willas ve Garlan on beş gün içinde on bin adam toplayabilirler ve bir ay içinde bu sayının iki katına ulaşırlar  lakin suyun üstünde yürüyemezler ;1
Kadının içine üçüncü parmağını sokarken  on bin çocuğunuz avucumun içinde zail oldu Majesteleri  diye düşündü ;1
Bin birinci adam olacak ;1
Sör Loras’ın denize açıldığı gün  üç bin insan onu uğurlamak için Çamur Kapısı’nda toplanmıştı ve her dört kişiden üçü kadındı ;1
Altın bin altın pelerinliniz var ;1
Lordlarının sancağı altında kahvaltı edecek tam üç bin adam için yemek hazırlanıyordu ;1
Florent Hanedanı en fazla iki bin kılıç çıkarabilir  diye karşılık verdi Stannis ;1
Yay ustaları ok üretiyor  demirciler kılıç döküyor ve Simyacılar Loncası on bin kavanoz çılgınateş hazırlıyor ;1
Savaşın sürdüğü bölgelerdeki on binlerce insan  Kral Toprakları’ndaki sözde güvenlik için şehre akın ediyordu ;1
Eğer Bywater sizin anlattığınız gibi bir adamsa  altı bin altın pelerinlimiz de var ;1
Kral Stannis’i gördüğünde  kara ayda denize açılmak zorunda kaldığım için bana otuz bin ejderha daha borçlandığını söyle lütfen ;1
Eğer söylendiği gibi her kaptan kendi gemisinin kralıysa  adalar için on bin kralın toprağı denmesi şaşırtıcı değildi ;1
Kendi tacımı kendim alırım  tıpkı onun da beş bin yıl önce yaptığı gibi ;1
Drogo’yu ilk terk eden oydu ve beraberinde on bin savaşçıyı da götürdü ;1
Ordusunun yüz bin askere ulaştığı söyleniyor ;1
Kafasında bin bir düşünce dönüp duruyordu ;1
Bilge Munciter  kraliçeye söz verdiğimiz on bin kavanozu hazır edebileceğimize inanıyor ;1
On bin kavanoz çılgınateş sözü vermek abartılı bir kendini beğenmişlikti  lordu için on bin kılıç dizeceğine söz verip savaş meydanına yüz iki askerle gelen sancak beyi gibi ;1
Eğer gerçekten on bin kavanoz hazırlayabilirlerse ;1
Onlar hasat için bağırıyordu  Robb’un zaferleri için  lord babası için  büyükbabası için ve kökleri sekiz bin yıl öncesine uzanan bütün Starklar için ;1
Büyük Salon’un arkasındaki loş koridora vardıklarında  seyis başı Joseth’i farklı tür bir biniş yaparken yakaladılar ;1
Oğlunuzun yirmi bin askerle Boğaz’ı geçtiğini duydum  diye devam etti Renly ;1
Artık Üç Dişli Mızrak lordları da ona katıldığına göre asker sayısı kırk bine ulaşmış olmalı ;1
Yüksek Bahçe’de Mace Tyrell kumandasında on bin askerim daha var ;1
"Yedi Krallık  önceden Drogo’nun khalasar’ı gibiydi; yüz bin kişi Drogo’nun gücüyle tek kişiymiş gibi hareket ederdi ";1
ama Rickon’ın ve senin on binlerce gerçekleşmemiş rüya gördüğünüzü de unutma ;1
Lord Tywin yirmi bin kılıçla Harrenhal’da bekliyor ;1
Piyadelerim arkamdan geliyor  yüz bin kılıç ve mızrak ;1
Gri atların sırtındaki gölge mızraklı gri adamların olduğu yerde  on bin mızrak ucu soğuk gümüş renginde parlıyordu ;1
İki yüz adam ya da on bin adam  arazi çok büyük ;1
Beraberinde elli bin kılıç ve Yüksek Bahçe’nin bütün kuvvetini getirir ;1
Bütün ordum toplandığında sekiz bin piyadem ve üç bin süvarim olacak  dedi Edmure ;1
Cersei’nin sayesinde Şehir Muhafızları’nın sayısı altı bine çıkmıştı ama ancak dörtte birine itimat edilebilirdi ;1
Altın pelerinlerini Cersei’den değil Robert’tan almış iki bin muhafızın çekirdek grubu ;1
Yaklaşık on üç bin kavanoz mu?;1
İnsanlar etrafında toplanıyordu  tiz çığlıklar atıyorlardı  çıldırmış bin yüzlü bir canavara benziyorlardı ;1
"Bunun yanı sıra  Stannis’in ordusunun büyük bölümü atlıydı; yaklaşık yirmi bin şövalye  hafif atlılar ve hürsüvariler; Renly’nin  ağabeyine bıraktığı gönülsüz miras ";1
Baharatçılar  bin iki yüz ya da bin üç yüz ;1
Harrenhal’a bin beş yüz kılıç getirmişti ama kendi kardeşlerini bile komuta etmekten acizmiş gibi görünüyordu sık sık ;1
Moat Cailin’de kırılacak  on binlerce yıldır her güneyli ordunun kırıldığı gibi ;1
Yanımda iki bine yakın adam var ;1
"Ne ki bu tarihlerde on binlerce yıllık hata payı vardır; dolayısıyla Homo habilis'in dünyasının aniden sona erdiğini söylediğimizde  o  aniden  birkaç ömür demek de olabilir  birkaç bin ömür de ";1
"Ne ki 1990'larda yeni buluntular biriktikçe  monolitlere hiç mi hiç ihtiyacımız olmadığı açıkça anlaşıldı; aslına bakılırsa İleriye Doğru Büyük Sıçrama'nın kendisi bile on binlerce yıla yayılan İleriye Doğru Bebek Adımları silsilesi içinde çözünmeye başladı ";1
Bay Lü'nün Baharlar ve Güzleri  Yu'nun hükümdarlığında   der   göklerin altında on bin guo vardı  ;1
722'de Asur'un yeni kralı Şalmaneser İsrail'i yerle bir edip Hoşea'yı öldürerek yerine bir vali atadı ve on binlerce İsrailliyi tehcir ettirdi ;1
